,item_price,item_title,item_sold,store_name,store_url,item_url,rank
0,US $13,Charger Power-Adapter Lenovo Toshiba Laptop Acer Universal HP Samsung 19v 4.74a Dell,1281 Sold,Power Adapter Specialist,https://www.aliexpress.com/store/1721395,"https://www.aliexpress.com/item/32597758635.html?algo_pvid=30a612b8-d4a9-4123-8255-2286b5d7b1b6&algo_expid=30a612b8-d4a9-4123-8255-2286b5d7b1b6-0&btsid=0b86d81915887957770938866e1004&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",1
1,US $14.57,Charger Power-Adapter Laptops Acer Universal Adjustable Hp Toshiba Dell Asus 24V 34pcs,1393 Sold,Your Offi-ce Club 666,https://www.aliexpress.com/store/2215126,"https://www.aliexpress.com/item/33035020392.html?algo_pvid=30a612b8-d4a9-4123-8255-2286b5d7b1b6&algo_expid=30a612b8-d4a9-4123-8255-2286b5d7b1b6-1&btsid=0b86d81915887957770938866e1004&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",2
2,US $12.74,Charger Power-Adapter Universal Laptop Lenovo Acer 28-Connectors Dell-Hp Samsung Asus,26 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/4000801699996.html?algo_pvid=30a612b8-d4a9-4123-8255-2286b5d7b1b6&algo_expid=30a612b8-d4a9-4123-8255-2286b5d7b1b6-2&btsid=0b86d81915887957770938866e1004&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",3
3,US $7.84,Charger Adaptor Power-Supply-Adapter Universal Adjustable 19V 20V 24V DC 15V AC 18V 96W,597 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/33002563321.html?algo_pvid=30a612b8-d4a9-4123-8255-2286b5d7b1b6&algo_expid=30a612b8-d4a9-4123-8255-2286b5d7b1b6-3&btsid=0b86d81915887957770938866e1004&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",4
4,US $6.50 - 11,Power-Adapter-Charger Laptop Ac Lenovo Universal Sony DELL ASUS DC 96W for Toshiba 4-5A,865 Sold,Suwang Store,https://www.aliexpress.com/store/5370052,"https://www.aliexpress.com/item/4000228359493.html?algo_pvid=30a612b8-d4a9-4123-8255-2286b5d7b1b6&algo_expid=30a612b8-d4a9-4123-8255-2286b5d7b1b6-4&btsid=0b86d81915887957770938866e1004&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",5
5,US $7.84,Laptop-Adapter Power-Supply-Set Notebooks Led-Charger Adjustable Acer Universal HP Dell,232 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/4000269649106.html?algo_pvid=30a612b8-d4a9-4123-8255-2286b5d7b1b6&algo_expid=30a612b8-d4a9-4123-8255-2286b5d7b1b6-5&btsid=0b86d81915887957770938866e1004&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",6
6,US $7.84,Power-Adapter-Charger Laptop Lenovo Universal Sony DELL ASUS DC 96W for Toshiba 4-5.5A,198 Sold,2812046 Store,https://www.aliexpress.com/store/2812046,"https://www.aliexpress.com/item/32941361090.html?algo_pvid=30a612b8-d4a9-4123-8255-2286b5d7b1b6&algo_expid=30a612b8-d4a9-4123-8255-2286b5d7b1b6-6&btsid=0b86d81915887957770938866e1004&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",7
7,US $8,Charger Power-Adapter Laptop Lenovo Acer Thinkpad Universal Sony Samsung Toshiba 19v 4.74a,136 Sold,IMBARW Laptop Charger Store Store,https://www.aliexpress.com/store/5585197,"https://www.aliexpress.com/item/4000802085227.html?algo_pvid=30a612b8-d4a9-4123-8255-2286b5d7b1b6&algo_expid=30a612b8-d4a9-4123-8255-2286b5d7b1b6-7&btsid=0b86d81915887957770938866e1004&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",8
8,US $6.02 - 8.43,Power-Charger-Adapter Universal Different-Connectors Laptop Optional-Power 96W with And,97 Sold,Shop4992103 Store,https://www.aliexpress.com/store/4992103,"https://www.aliexpress.com/item/4000053369113.html?algo_pvid=30a612b8-d4a9-4123-8255-2286b5d7b1b6&algo_expid=30a612b8-d4a9-4123-8255-2286b5d7b1b6-8&btsid=0b86d81915887957770938866e1004&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",9
9,US $7.84,Adapter Notebook Power-Charger Laptop Charging 775 Universal 555 795 Motor for And 555/775,21 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/4000269668140.html?algo_pvid=30a612b8-d4a9-4123-8255-2286b5d7b1b6&algo_expid=30a612b8-d4a9-4123-8255-2286b5d7b1b6-9&btsid=0b86d81915887957770938866e1004&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",10
